timestamp,open,high,low,close,volume,trade_count,vwap
2016-01-04 05:00:00+00:00,200.49,201.03,198.59,201.0192,222353534,655482,200.645153
2016-01-05 05:00:00+00:00,201.405,201.9,200.05,201.36,110845729,418705,201.07971
2016-01-06 05:00:00+00:00,198.33,200.06,197.6,198.82,152112604,548381,198.958712
2016-01-07 05:00:00+00:00,195.33,197.44,193.59,194.05,213436023,796441,195.345235
2016-01-08 05:00:00+00:00,195.19,195.85,191.58,191.923,209567228,754911,193.646639
2016-01-11 05:00:00+00:00,193.01,193.41,189.82,192.11,187941153,701513,191.722893
2016-01-12 05:00:00+00:00,193.82,194.55,191.14,193.6608,172330490,635729,192.886816
2016-01-13 05:00:00+00:00,194.45,194.86,188.38,188.83,221154886,812684,191.150016
2016-01-14 05:00:00+00:00,189.55,193.26,187.66,191.93,240795609,824310,190.766957
2016-01-15 05:00:00+00:00,186.77,188.76,185.52,187.81,324846447,1105558,187.716756
2016-01-19 05:00:00+00:00,189.96,190.11,186.2,188.06,195243673,700799,188.30855
2016-01-20 05:00:00+00:00,185.03,187.495,181.02,185.65,286547516,1102456,184.185312
2016-01-21 05:00:00+00:00,186.21,188.87,184.64,186.69,195772941,805407,186.975176
2016-01-22 05:00:00+00:00,189.78,190.76,188.88,190.52,168319598,614014,189.804114
2016-01-25 05:00:00+00:00,189.93,190.15,187.41,187.64,130371286,489704,188.965118
2016-01-26 05:00:00+00:00,188.42,190.53,188.02,190.2,141036419,498820,189.535338
2016-01-27 05:00:00+00:00,189.58,191.56,187.06,188.13,185645007,744086,189.337687
2016-01-28 05:00:00+00:00,189.97,190.2,187.16,189.11,143757730,618974,188.970502
2016-01-29 05:00:00+00:00,190.01,193.88,189.88,193.7208,209821836,637547,192.146603
2016-02-01 05:00:00+00:00,192.53,194.58,191.84,193.65,136020564,488404,193.29134
2016-02-02 05:00:00+00:00,191.96,191.97,189.54,190.16,180286395,575167,191.197022
2016-02-03 05:00:00+00:00,191.41,191.78,187.1,191.3,205042020,885125,189.593254
2016-02-04 05:00:00+00:00,190.71,192.75,189.96,191.6,139516454,637999,191.258528
2016-02-05 05:00:00+00:00,190.99,191.6696,187.2,187.95,180777333,667127,188.840243
2016-02-08 05:00:00+00:00,185.77,186.12,182.8,185.42,191479448,769581,184.547792
2016-02-09 05:00:00+00:00,183.36,186.94,183.2,185.43,184247136,786765,185.051091
2016-02-10 05:00:00+00:00,186.41,188.34,185.12,185.27,148213396,657615,186.587738
2016-02-11 05:00:00+00:00,182.34,184.1,181.09,182.86,219055385,877019,182.856359
2016-02-12 05:00:00+00:00,184.96,186.65,183.96,186.63,127135393,522136,185.546119
2016-02-16 05:00:00+00:00,188.77,189.81,187.63,189.78,120250668,447868,188.98718
2016-02-17 05:00:00+00:00,191.17,193.32,191.01,192.88,135979476,531572,192.26632
2016-02-18 05:00:00+00:00,193.2,193.27,191.72,192.09,102289097,459673,192.381681
2016-02-19 05:00:00+00:00,191.17,192.18,190.45,192.0,114727788,424894,191.565688
2016-02-22 05:00:00+00:00,193.87,194.95,193.79,194.78,103640292,360504,194.318096
2016-02-23 05:00:00+00:00,193.99,194.32,192.18,192.32,111248889,434595,193.071218
2016-02-24 05:00:00+00:00,190.63,193.53,189.32,193.2,150812152,588116,191.419696
2016-02-25 05:00:00+00:00,193.73,195.55,192.83,195.54,110728317,417785,194.198317
2016-02-26 05:00:00+00:00,196.57,196.68,194.9,195.0892,129343558,461189,195.684064
2016-02-29 05:00:00+00:00,195.11,196.23,193.33,193.35,125918102,428038,194.734889
2016-03-01 05:00:00+00:00,195.01,198.21,194.4542,198.11,141717187,495954,196.577646
2016-03-02 05:00:00+00:00,197.72,199.06,197.25,199.0,102390960,424653,198.212177
2016-03-03 05:00:00+00:00,198.79,199.795,198.11,199.775,95148197,372922,198.974279
2016-03-04 05:00:00+00:00,200.01,201.35,199.03,200.43,128913601,497912,200.262675
2016-03-07 05:00:00+00:00,199.34,201.07,199.25,200.59,99475598,376251,200.193222
2016-03-08 05:00:00+00:00,199.32,199.92,198.21,198.4,123944866,503025,199.104781
2016-03-09 05:00:00+00:00,199.36,199.79,198.43,199.38,94801213,366549,199.179887
2016-03-10 05:00:00+00:00,199.96,201.07,197.38,199.54,156838697,629930,199.208535
2016-03-11 05:00:00+00:00,201.26,202.81,199.5179,202.76,137454028,426275,201.73721
2016-03-14 04:00:00+00:00,202.16,203.04,201.77,202.5,73611949,297691,202.469856
2016-03-15 04:00:00+00:00,201.36,202.5307,201.05,202.17,93169058,322270,201.789674
2016-03-16 04:00:00+00:00,201.6,203.82,201.55,203.34,128552379,497345,202.72082
2016-03-17 04:00:00+00:00,203.24,205.23,202.77,204.63,134255005,424808,204.192743
2016-03-18 04:00:00+00:00,204.17,204.78,203.8,204.38,138370904,449462,204.331645
2016-03-21 04:00:00+00:00,204.07,204.94,203.8,204.67,72726659,281074,204.48091
2016-03-22 04:00:00+00:00,203.76,205.23,203.57,204.56,97471939,334187,204.598007
2016-03-23 04:00:00+00:00,204.11,204.33,203.01,203.2092,81028955,348021,203.664786
2016-03-24 04:00:00+00:00,202.0,203.16,201.74,203.12,84360853,309974,202.587925
2016-03-28 04:00:00+00:00,203.61,203.86,202.705,203.24,62383185,265036,203.315022
2016-03-29 04:00:00+00:00,202.76,205.25,202.4,205.1208,92922863,370196,204.089867
2016-03-30 04:00:00+00:00,206.3,206.87,205.59,206.02,86365310,336438,206.181565
2016-03-31 04:00:00+00:00,205.91,206.41,205.33,205.52,94488010,330376,205.859637
2016-04-01 04:00:00+00:00,204.35,207.14,203.98,206.92,114405478,397066,206.036128
2016-04-04 04:00:00+00:00,206.83,207.07,205.89,206.25,63495969,249269,206.409892
2016-04-05 04:00:00+00:00,204.67,206.2642,203.89,204.1892,99662158,351543,204.579339
2016-04-06 04:00:00+00:00,204.29,206.49,203.98,206.42,91834261,391426,205.37477
2016-04-07 04:00:00+00:00,205.14,205.56,203.09,203.95,113859037,411645,204.378824
2016-04-08 04:00:00+00:00,205.34,205.85,203.87,204.4992,95001598,352295,204.807104
2016-04-11 04:00:00+00:00,205.25,206.07,203.91,204.0201,83687486,326076,204.8852
2016-04-12 04:00:00+00:00,204.22,206.25,203.7,205.92,115350567,381763,205.10721
2016-04-13 04:00:00+00:00,207.0,208.1,206.84,208.0008,96334633,353006,207.418745
2016-04-14 04:00:00+00:00,208.07,208.6,207.6,208.01,65212567,263282,208.088911
2016-04-15 04:00:00+00:00,208.01,208.1721,207.4,207.78,75761615,250856,207.854515
2016-04-18 04:00:00+00:00,207.14,209.28,207.0,209.2392,82530883,268230,208.623179
2016-04-19 04:00:00+00:00,209.74,210.2,208.94,209.9,87907889,324657,209.689686
2016-04-20 04:00:00+00:00,209.95,210.92,209.39,210.1,81015514,266771,210.152074
2016-04-21 04:00:00+00:00,210.12,210.25,208.65,208.97,85473874,294905,209.439796
2016-04-22 04:00:00+00:00,208.55,209.29,207.91,208.97,99051724,299063,208.72615
2016-04-25 04:00:00+00:00,208.26,208.66,207.54,208.61,66166494,249181,208.18135
2016-04-26 04:00:00+00:00,209.04,209.52,208.36,208.9192,74756174,240405,208.845012
2016-04-27 04:00:00+00:00,208.47,209.81,208.05,209.35,77329437,313971,208.994856
2016-04-28 04:00:00+00:00,208.46,209.76,206.96,207.4475,97182419,358894,208.450182
2016-04-29 04:00:00+00:00,206.72,207.13,205.03,206.3308,142269337,478300,206.157758
2016-05-02 04:00:00+00:00,206.92,208.18,206.41,207.97,61908515,263580,207.294812
2016-05-03 04:00:00+00:00,206.52,206.8,205.28,206.1592,106422142,377518,206.31206
2016-05-04 04:00:00+00:00,204.99,205.85,204.42,205.01,92199810,345261,205.090172
2016-05-05 04:00:00+00:00,205.56,205.98,204.47,204.97,67597222,280622,205.141555
2016-05-06 04:00:00+00:00,204.08,205.77,203.88,205.72,89131004,340335,204.937074
2016-05-09 04:00:00+00:00,205.55,206.4,205.36,205.8892,74374922,263989,205.88475
2016-05-10 04:00:00+00:00,206.71,208.5,206.64,208.45,77472207,267366,207.804326
2016-05-11 04:00:00+00:00,207.91,208.54,206.5,206.5,81726989,295512,207.408406
2016-05-12 04:00:00+00:00,207.29,207.4899,205.37,206.56,89586108,344294,206.451838
2016-05-13 04:00:00+00:00,206.21,206.86,204.38,204.76,96474527,359281,205.579209
2016-05-16 04:00:00+00:00,204.96,207.34,204.89,206.78,77286827,286047,206.422565
2016-05-17 04:00:00+00:00,206.46,206.8,204.23,204.8508,114872440,415424,205.444427
2016-05-18 04:00:00+00:00,204.44,206.3,203.63,204.91,123493379,500613,204.890596
2016-05-19 04:00:00+00:00,204.04,204.54,202.78,204.2,115274287,442744,203.75006
2016-05-20 04:00:00+00:00,204.92,206.1,204.86,205.49,102240408,332714,205.417234
2016-05-23 04:00:00+00:00,205.51,205.84,204.985,205.21,58682576,233560,205.40372
2016-05-24 04:00:00+00:00,206.17,208.24,206.14,207.87,93537808,309188,207.341368
2016-05-25 04:00:00+00:00,208.67,209.77,207.8691,209.28,79221513,290085,209.247933
2016-05-26 04:00:00+00:00,209.44,209.71,208.97,209.34,55280699,206439,209.339758
2016-05-27 04:00:00+00:00,209.53,210.25,209.47,210.24,64211214,239896,209.907132
2016-05-31 04:00:00+00:00,210.56,210.69,209.18,209.84,109695380,351152,210.008773
2016-06-01 04:00:00+00:00,209.12,210.48,208.89,210.27,69936215,285409,209.84079
2016-06-02 04:00:00+00:00,209.8,210.93,209.2399,210.91,63004749,253453,210.227199
2016-06-03 04:00:00+00:00,210.25,210.69,208.86,210.28,101757126,373400,210.042601
2016-06-06 04:00:00+00:00,210.7,211.77,210.51,211.35,64887045,264557,211.208867
2016-06-07 04:00:00+00:00,211.525,212.34,211.5,211.68,60974761,229773,211.856123
2016-06-08 04:00:00+00:00,211.84,212.52,211.6899,212.37,66170920,245004,212.181768
2016-06-09 04:00:00+00:00,211.51,212.22,211.19,212.08,73738369,262662,211.718886
2016-06-10 04:00:00+00:00,210.46,210.86,209.43,210.07,113812158,368502,210.232351
2016-06-13 04:00:00+00:00,209.36,210.37,208.35,208.4492,117713153,398879,209.261936
2016-06-14 04:00:00+00:00,208.0,208.74,206.9199,208.04,124900786,496225,207.738409
2016-06-15 04:00:00+00:00,208.54,209.36,207.53,207.75,109118296,406986,208.417252
2016-06-16 04:00:00+00:00,206.73,208.57,205.59,208.37,147151930,507519,207.256437
2016-06-17 04:00:00+00:00,207.18,207.2,205.75,206.52,117049848,391832,206.66628
2016-06-20 04:00:00+00:00,208.82,209.61,207.75,207.85,82789603,357364,208.670116
2016-06-21 04:00:00+00:00,208.3,208.92,207.78,208.44,72361663,296429,208.356214
2016-06-22 04:00:00+00:00,208.65,209.5,207.93,208.1,94648471,380373,208.602764
2016-06-23 04:00:00+00:00,209.81,210.87,209.27,210.81,102649286,355300,210.024835
2016-06-24 04:00:00+00:00,203.63,210.8463,202.72,203.2425,333323397,1253105,205.087728
2016-06-27 04:00:00+00:00,201.59,201.6,198.65,199.6,248988660,913175,199.975916
2016-06-28 04:00:00+00:00,201.48,203.23,201.12,203.1997,159382399,588017,201.917566
2016-06-29 04:00:00+00:00,204.82,206.93,204.72,206.66,137328614,487299,205.865332
2016-06-30 04:00:00+00:00,207.21,209.54,206.56,209.475,164071948,523219,208.342934
2016-07-01 04:00:00+00:00,209.36,210.49,209.29,209.9208,106033833,373689,209.954095
2016-07-05 04:00:00+00:00,208.95,209.08,207.71,208.41,109803713,393448,208.514168
2016-07-06 04:00:00+00:00,207.83,209.8,207.06,209.66,96021491,394873,208.628802
2016-07-07 04:00:00+00:00,209.87,210.6495,208.63,209.526,85513827,325102,209.596879
2016-07-08 04:00:00+00:00,211.05,212.94,210.7785,212.65,133962271,419920,211.808409
2016-07-11 04:00:00+00:00,213.19,214.07,212.95,213.4,73601937,268251,213.553877
2016-07-12 04:00:00+00:00,214.53,215.3,214.25,214.95,99915629,315176,214.734908
2016-07-13 04:00:00+00:00,215.44,215.45,214.35,214.92,87324009,280911,214.910446
2016-07-14 04:00:00+00:00,216.4,216.67,215.66,216.12,91230830,301331,216.148254
2016-07-15 04:00:00+00:00,216.78,217.0125,215.308,215.83,106155401,277472,215.938904
2016-07-18 04:00:00+00:00,215.97,216.6,215.67,216.4092,58725918,197965,216.280292
2016-07-19 04:00:00+00:00,215.91,216.23,215.63,216.19,54317728,188873,215.991793
2016-07-20 04:00:00+00:00,216.75,217.37,216.24,217.085,57659457,189362,217.001897
2016-07-21 04:00:00+00:00,216.97,217.22,215.75,216.265,67777310,235300,216.518247
2016-07-22 04:00:00+00:00,216.41,217.3,216.1,217.24,62787477,209023,216.900887
2016-07-25 04:00:00+00:00,217.0,217.06,215.97,216.65,55768147,197251,216.435231
2016-07-26 04:00:00+00:00,216.53,217.17,215.76,216.75,70080493,247622,216.50284
2016-07-27 04:00:00+00:00,217.19,217.27,215.62,216.52,84083893,283297,216.511848
2016-07-28 04:00:00+00:00,216.29,217.11,215.75,216.77,64870718,233180,216.431401
2016-07-29 04:00:00+00:00,216.46,217.54,216.13,217.12,79412836,260073,217.047267
2016-08-01 04:00:00+00:00,217.19,217.65,216.405,216.94,73311422,265471,216.922328
2016-08-02 04:00:00+00:00,216.65,216.83,214.57,215.5492,92295481,328138,215.608267
